Company Name,Street Address 1,Street Address 2,City,State,Zip Code,Country,Industries,Team Member 1,Team Member 2,Team Member 3,Team Member 4
Temple Hall Group,"125 S Clark Street, 17th Floor",,Chicago,IL,60603,US,"Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Third Party Logistics (3PL), Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Airport Services, Highways & Railtracks, Marine Ports & Services, Automobile Manufacturers, Motorcycle Manufacturers, Aerospace & Defense, Building Products, Heavy Electrical Equipment, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Electronic Manufacturing Services, Construction Materials, Health Care Equipment, Consumer Electronics, Computer Storage & Peripherals, Photographic Products, Apparel, Accessories & Luxury Goods, Textiles, Personal Products, Office Electronics, Auto Parts & Accessories, Paper Packaging, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Forest Products, Tires & Rubber",John Goedert,,,
Hinduja Capital Advisors,"520 Madison Avenue, 34th Floor",,New York,NY,10022,US,"Other Diversified Financial Services, Specialized Finance, Investment Banking & Brokerage, Diversified Capital Markets",Robert Neuer,,,
"Atlantic Wealth Partners, LLC","759 Parkway Street, 201",,Jupiter,FL,33477,US,"Mortgage Processors & Servicers, Payday Lenders, Payment Processors, Insurance Brokers, Life & Health Insurance, Multi-line Insurance, Property & Casualty Insurance, Reinsurance, Application Software, Systems Software, Home Entertainment Software, Financial Technology, Health Care Technology, Internet Software & Services, Diversified Real Estate Activities, Real Estate Operating Companies, Real Estate Development, Real Estate Services, Real Estate Investment Trusts (REITs), Electrical Components & Equipment, Electronic Equipment & Instruments, Electronic Components, Electronic Manufacturing Services, Semiconductor Equipment, Semiconductors, Hotel, Resort & Cruise Line Operators, Leisure Facilities, Financial Technology, Diversified Banks, Regional Banks, Thrifts & S&Ls, Other Diversified Financial Services, Multi-Sector Holdings, Specialized Finance, Asset Management & Custody Banks, Investment Banking & Brokerage, Diversified Capital Markets, Credit & Debit Card Issuers, Mortgage Banker, Mortgage Broker",Steve Olson,,,
Granite Point Partners,3280 Sawtelle Blvd.,401 Live Oaks Road,Los Angeles,CA,90066,US,"Third Party Logistics (3PL), Application Software, Systems Software, Home Entertainment Software, Financial Technology, Health Care Technology, Internet Software & Services, Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Electrical Components & Equipment, Computer Hardware, Computer Storage & Peripherals, Electronic Equipment & Instruments, Electronic Components, Electronic Manufacturing Services, Technology Distributors, Semiconductor Equipment, Semiconductors, Data Processing & Outsourced Services, Advertising, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, Airport Services, Marine Ports & Services, Commercial Printing, IT Consulting & Other Services, Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Casino & Gaming Operators, Hotel, Resort & Cruise Line Operators, Leisure Facilities, Restaurants, Education Services, Specialized Consumer Services, Marine Ports & Services, Communications Equipment, Highways & Railtracks, Airport Services",Georgiana Brinkley,Fiona Yu,,
CoPerLa,490 SW 101st Terrace,,Plantation,FL,33324,US,"Specialized Consumer Services, Health Care Equipment, Health Care Supplies, Health Care Distributors, Health Care Services, Health Care Facilities, Managed Health Care, Health Care Technology, Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Third Party Logistics (3PL), Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Airport Services, Highways & Railtracks, Marine Ports & Services, Auto Parts & Accessories, Tires & Rubber, Consumer Electronics, Home Furnishings, Homebuilding, Household Appliances, Housewares & Specialties, Leisure Products, Photographic Products, Apparel, Accessories & Luxury Goods, Footwear, Textiles, Automobile Manufacturers, Motorcycle Manufacturers, Aerospace & Defense, Building Products, Heavy Electrical Equipment, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Electronic Manufacturing Services, Construction Materials, Health Care Equipment, Consumer Electronics, Computer Storage & Peripherals, Photographic Products, Apparel, Accessories & Luxury Goods, Textiles, Personal Products, Office Electronics, Auto Parts & Accessories, Paper Packaging, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Forest Products, Tires & Rubber, Brewers, Distillers & Vintners, Soft Drinks, Agricultural Products, Packaged Foods & Meats, Tobacco, Household Products, Personal Products, Third Party Logistics (3PL), Food Distributors, Trading Companies & Distributors, Technology Distributors, Air Freight & Logistics, Marine Shipping, Trucking, Health Care Distributors, Retail Distributors, Data Processing & Outsourced Services, Advertising, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, Airport Services, Marine Ports & Services, Commercial Printing, IT Consulting & Other Services, Casino & Gaming Operators, Hotel, Resort & Cruise Line Operators, Leisure Facilities, Restaurants, Education Services",Brian Sperber,Paulina Lacs Franco,,
Cloverland Capital,6355 Rutgers,,Houston,TX,77005,US,"Third Party Logistics (3PL), Food Distributors, Trading Companies & Distributors, Technology Distributors, Air Freight & Logistics, Marine Shipping, Trucking, Health Care Distributors, Retail Distributors, Data Processing & Outsourced Services, Advertising, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, Airport Services, Marine Ports & Services, Commercial Printing, IT Consulting & Other Services, Automobile Manufacturers, Motorcycle Manufacturers, Aerospace & Defense, Building Products, Heavy Electrical Equipment, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Electronic Manufacturing Services, Construction Materials, Health Care Equipment, Consumer Electronics, Computer Storage & Peripherals, Photographic Products, Apparel, Accessories & Luxury Goods, Textiles, Personal Products, Office Electronics, Auto Parts & Accessories, Paper Packaging, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Forest Products, Tires & Rubber",Chris Wallis,Garrett Wallis,,
Nicholas Deveau,157 Spring St Apt 6,,New York,NY,10012,US,"Application Software, Systems Software, Home Entertainment Software, Financial Technology, Health Care Technology, Internet Software & Services, Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Electrical Components & Equipment, Computer Hardware, Computer Storage & Peripherals, Electronic Equipment & Instruments, Electronic Components, Electronic Manufacturing Services, Technology Distributors, Semiconductor Equipment, Semiconductors, Communications Equipment, Third Party Logistics (3PL), Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Airport Services, Highways & Railtracks, Marine Ports & Services, Casino & Gaming Operators, Hotel, Resort & Cruise Line Operators, Leisure Facilities, Restaurants, Education Services, Specialized Consumer Services",Nicholas Deveau,,,
Venter Inc,550 Reserve st.,,Southlake,CA,76092,US,"Advertising, Research & Consulting Services, Digital & Social Media, Advertising, Personal Products, Soft Drinks, Agricultural Products, Packaged Foods & Meats",Paul Venter,,,
Georgetown Capital LLC,3954 Central Garden Ct.,,Smyrna,GA,30080,US,"Retail Distributors, Internet Retail, Air Freight & Logistics, Health Care Distributors, Investment Banking & Brokerage, Data Processing & Outsourced Services, Aerospace & Defense, Environmental & Facilities Services, Health Care Services, Diversified Support Services, Other Diversified Financial Services, Human Resource & Employment Services, Research & Consulting Services, Third Party Logistics (3PL), Specialized Finance, Air Freight & Logistics, IT Consulting & Other Services, Aerospace & Defense, Trucking",Alexander Johnson,,,
Greene Family Holdings,"16240, Southwest 144th Avenue",,Miami-Dade County,FL,33177,US,"Third Party Logistics (3PL), Food Distributors, Trading Companies & Distributors, Technology Distributors, Air Freight & Logistics, Marine Shipping, Trucking, Health Care Distributors, Retail Distributors, Casino & Gaming Operators, Hotel, Resort & Cruise Line Operators, Leisure Facilities, Restaurants, Home Furnishings, Education Services, Specialized Consumer Services, Auto Parts & Accessories, Tires & Rubber, Consumer Electronics, Homebuilding, Household Appliances, Housewares & Specialties, Leisure Products, Photographic Products, Apparel, Accessories & Luxury Goods, Footwear, Textiles, Brewers, Distillers & Vintners, Soft Drinks, Agricultural Products, Packaged Foods & Meats, Tobacco, Household Products, Personal Products",Chelsea Greene,,,
RLL Solutions,1121 Gables Dr,,Prosper,TX,75078,US,"Photographic Products, Apparel, Accessories & Luxury Goods, Textiles, Personal Products, Office Electronics, Auto Parts & Accessories, Paper Packaging, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Forest Products, Tires & Rubber, Forest Products, Paper Products, Construction Materials, Metal, Glass & Plastic Containers, Paper Packaging, Fertilizers & Agricultural Chemicals, Industrial Gases, Specialty Chemicals, Commodity Chemicals, Diversified Chemicals, Nonmetallic Mineral Mining & Quarrying, Aluminum Products, Metal Ore Mining, Gold Products, Other Metal & Mineral Products, Steel Products, Packaged Foods & Meats, Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Third Party Logistics (3PL), Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Airport Services, Highways & Railtracks, Marine Ports & Services, Third Party Logistics (3PL), Food Distributors, Trading Companies & Distributors, Technology Distributors, Air Freight & Logistics, Marine Shipping, Trucking, Health Care Distributors, Retail Distributors, Automobile Manufacturers, Motorcycle Manufacturers, Aerospace & Defense, Building Products, Heavy Electrical Equipment, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Electronic Manufacturing Services, Construction Materials, Health Care Equipment, Consumer Electronics, Computer Storage & Peripherals",Greg Hirsch,,,
