Product Name,Image URL,SKU,Categories,Description_1,Description_2,Description_3,Description_4,Description_5,Description_6,Product_URL
11-01389,https://www.engineeredmarineproducts.com/wp-content/uploads/11-01389.jpg,11-01389JEV,"BRP, Gearcase Components, Gearcase, Prop Nut Kits, Gearcase",Prop Washer,OEM : Johnson/Evinrude Replaces: BRP 320305,"For 1975-2005 Johnson/Evinrude 3-cyl, 40-75 Hp outboards.",also crosses with: Sierra: 18-4230 GLM: 22240,UPC: 840080410241,,https://www.engineeredmarineproducts.com/product/11-01389/
12-02788,https://www.engineeredmarineproducts.com/wp-content/uploads/12-02788.jpg,12-02788JEV,"BRP, Gearcase Components, Gearcase, Spacers, Gearcase",Thrust Washer,OEM : Johnson/Evinrude Replaces: BRP 313447,"For 1968 & later Johnson/Evinrude 2-cyl 50 Hp | 3-cyl, 55-75 Hp | V4, 115-130 Hp | V6, 150-235 Hp | V8, 250-300 Hp outboards.",also crosses with: Sierra: 18-0193 GLM: 21641,UPC: 840080417981,,https://www.engineeredmarineproducts.com/product/12-02788/
11-08601,https://www.engineeredmarineproducts.com/wp-content/uploads/11-08601.jpg,11-08601JEV,"BRP, Gearcase Components, Gearcase, Spacers, Gearcase",Cover Nut,OEM : Johnson/Evinrude Replaces: BRP 911751,"For 1997-97 Johnson/Evinrude V4, 90-115 Hp outboards.",also crosses with: Sierra: 18-3768 GLM: 21111,UPC: 840080453767,,https://www.engineeredmarineproducts.com/product/11-08601/
12-02782,https://www.engineeredmarineproducts.com/wp-content/uploads/12-02782.jpg,12-02782JEV,"BRP, Water Circulation, Cooling, Cooling",Elbow,OEM : Johnson/Evinrude Replaces: OMC 331894,"For 1986 & later Johnson/Evinrude 2-cyl, 15-65 Hp | V6, 200-235 Hp | V8, 250-300 Hp outboard engine water hoses.",also crosses with: Sierra: 18-3566 GLM: 10562,UPC: 840080452524,,https://www.engineeredmarineproducts.com/product/12-02782/
12-02781,https://www.engineeredmarineproducts.com/wp-content/uploads/12-02781.jpg,12-02781JEV,"BRP, Water Circulation, Cooling, Cooling",Elbow,OEM : Johnson/Evinrude Replaces: OMC 321886,"For 1978 & later Johnson/Evinrude 2-cyl, 10-35 Hp | 3-cyl, 40-60 Hp outboard engine water hoses.",also crosses with: Sierra: 18-3290 GLM: 10561,UPC: 840080477466,,https://www.engineeredmarineproducts.com/product/12-02781/
12-02505,https://www.engineeredmarineproducts.com/wp-content/uploads/12-02505.jpg,12-02505JEV,"BRP, Gearcase Components, Gearcase, Pinion Nut Washers, Gearcase",Washer,OEM : Johnson/Evinrude Replaces: BRP 911697,"For 1994-97 Johnson/Evinrude V4, 90-115 Hp outboard gearcases.",also crosses with: GLM: 21676,UPC: 840080433202,,https://www.engineeredmarineproducts.com/product/12-02505/
12-02504,https://www.engineeredmarineproducts.com/wp-content/uploads/12-02504.jpg,12-02504JEV,"BRP, Gearcase, Gearcase Components, Spacers, Gearcase",Thrust Washer,OEM : Johnson/Evinrude Replaces: BRP 330441 | 327717,"For 1984 & later Johnson/Evinrude 2-cyl, 20-40 Hp outboard gearcases.",also crosses with:,UPC: 840080407937,,https://www.engineeredmarineproducts.com/product/12-02504/
11-11100,https://www.engineeredmarineproducts.com/wp-content/uploads/11-11100.jpg,11-11100JEV,"BRP, Gearcase Components, Gearcase, Prop Nut Kits, Gearcase",Thrust Bushing,OEM : Johnson/Evinrude Replaces: BRP 334590,"For 1989-2007 Johnson/Evinrude 2-cyl, 8-15 Hp outboard gearcases.",also crosses with: GLM: 22242,UPC: 840080462141,,https://www.engineeredmarineproducts.com/product/11-11100/
12-02503,https://www.engineeredmarineproducts.com/wp-content/uploads/12-02503.jpg,12-02503JEV,"BRP, Gearcase, Gearcase Components, Spacers, Gearcase",Thrust Washer,OEM : Johnson/Evinrude Replaces: BRP 327716,"For 1982 & later Johnson/Evinrude 2-cyl, 15-35 Hp outboard gearcases.",also crosses with:,UPC: 840080421681,,https://www.engineeredmarineproducts.com/product/12-02503/
12-02789,https://www.engineeredmarineproducts.com/wp-content/uploads/12-02789.jpg,12-02789JEV,"BRP, Gearcase, Gearcase Components, Spacers, Gearcase",Thrust Washer,OEM : Johnson/Evinrude Replaces: BRP 314731,"For 1969 & later Johnson/Evinrude 3-cyl, 75 Hp | V4, 85-155 Hp | V6, 175-235 Hp | V8, 250-300 Hp outboards.",also crosses with: Sierra: 18-0195 GLM: 21642,UPC: 840080477114,,https://www.engineeredmarineproducts.com/product/12-02789/
11-11001,https://www.engineeredmarineproducts.com/wp-content/uploads/11-11001.jpg,11-11001JEV,"BRP, Gearcase, Gearcase Components, Prop Nut Kits, Gearcase",Prop Nut & Washer Kit,OEM : Johnson/Evinrude Replaces: BRP 434153 | 398476,"For 1995 & later Johnson/Evinrude V4, 90-140 Hp | V6, 150-235 | V8, 250-300 Hp outboards.",also crosses with: GLM: 22225,UPC: 840080499789,,https://www.engineeredmarineproducts.com/product/11-11001/
11-11002,https://www.engineeredmarineproducts.com/wp-content/uploads/11-11002.jpg,11-11002JEV,"BRP, Gearcase Components, Gearcase, Prop Nut Kits, Gearcase",Prop Nut & Washer Kit,OEM : Johnson/Evinrude Replaces: BRP 5005034 | 384573,"For 2004 & later Johnson/Evinrude 3-cyl, 40-50 Hp | V4, 40-140 Hp outboards.",also crosses with: Sierra: 18-3753 GLM: 22235,UPC: 840080452456,,https://www.engineeredmarineproducts.com/product/11-11002/
12-26151,https://www.engineeredmarineproducts.com/wp-content/uploads/12-26151.jpg,12-26151JEV,"BRP, Gearcase Components, Gearcase, Spacers, Gearcase",Thrust Washer,OEM : Johnson/Evinrude Replaces: BRP 320115,"For 1975-88 Johnson/Evinrude 3-cyl, 30-75 Hp outboard propshafts.",also crosses with:,UPC: 840080456737,,https://www.engineeredmarineproducts.com/product/12-26151/
12-12101,https://www.engineeredmarineproducts.com/wp-content/uploads/12-12101.jpg,12-12101JEV,"BRP, Gearcase Components, Gearcase, Spacers, Gearcase",Thrust Washer,OEM : Johnson/Evinrude Replaces: BRP 397566 | 327757 | 327759 | 327760 | 324805 | 327753 | 327439 | 327754 | 327758 | 327756,"For 1987-2001 Johnson/Evinrude V4, 90-125 Hp | V6, 150-175 Hp outboard gearcases.",also crosses with:,UPC: 840080453347,,https://www.engineeredmarineproducts.com/product/12-12101/
12-12000,https://www.engineeredmarineproducts.com/wp-content/uploads/12-12000.jpg,12-12000JEV,"BRP, Gearcase Components, Gearcase, Spacers, Gearcase",Thrust Washer,OEM : Johnson/Evinrude Replaces: BRP 349193,"For 2002 & later Johnson/Evinrude V4, 90-115 Hp | V6, 150-175 Hp outboards.",also crosses with: GLM: 21654,UPC: 840080468532,,https://www.engineeredmarineproducts.com/product/12-12000/
12-03671,https://www.engineeredmarineproducts.com/wp-content/uploads/12-03671.jpg,12-03671JEV,"BRP, Water Circulation, Cooling, Cooling",Elbow,OEM : Johnson/Evinrude Replaces: OMC 126776,"For 1995 Johnson Evinrude  V6, 150 Hp outboard water pressure gauges.",also crosses with: GLM: 10563,UPC: 840080439075,,https://www.engineeredmarineproducts.com/product/12-03671/
12-02796,https://www.engineeredmarineproducts.com/wp-content/uploads/12-02796.jpg,12-02796JEV,"BRP, Gearcase Components, Gearcase, Spacers, Gearcase",Thrust Washer,OEM : Johnson/Evinrude Replaces: BRP 333771,"For 1989-2005 Johnson/Evinrude 2-cyl, 40-50 Hp outboard,",also crosses with: Sierra: 18-0201 GLM: 21649,UPC: 840080420011,,https://www.engineeredmarineproducts.com/product/12-02796/
12-08636,https://www.engineeredmarineproducts.com/wp-content/uploads/12-08636.jpg,12-08636JEV,"BRP, Gearcase Components, Gearcase, Spacers, Gearcase",Thrust Washer,OEM : Johnson/Evinrude Replaces: BRP 323845,"For 1979-88 Johnson/Evinrude 2-cyl, 35-60 Hp outboards.",also crosses with:,UPC: 840080473925,,https://www.engineeredmarineproducts.com/product/12-08636/
12-02794,https://www.engineeredmarineproducts.com/wp-content/uploads/12-02794.jpg,12-02794JEV,"BRP, Gearcase, Gearcase Components, Spacers, Gearcase",Thrust Washer,OEM : Johnson/Evinrude Replaces: BRP 332514,"For 1989-95 Johnson/Evinrude 2-cyl, 40-50 Hp outboards.",also crosses with: Sierra: 18-0196 GLM: 21647,UPC: 840080446011,,https://www.engineeredmarineproducts.com/product/12-02794/
12-02793,https://www.engineeredmarineproducts.com/wp-content/uploads/12-02793.jpg,12-02793JEV,"BRP, Gearcase Components, Gearcase, Spacers, Gearcase",Thrust Washer,OEM : Johnson/Evinrude Replaces: BRP 327669,"For 1979 & later Johnson/Evinrude V4, 90-140 Hp | V6, 150-250 Hp outboards.",also crosses with: Sierra: 18-0199 GLM: 21646,UPC: 840080465425,,https://www.engineeredmarineproducts.com/product/12-02793/
12-02790,https://www.engineeredmarineproducts.com/wp-content/uploads/12-02790.jpg,12-02790JEV,"BRP, Gearcase Components, Gearcase, Spacers, Gearcase",Thrust Washer,OEM : Johnson/Evinrude Replaces: BRP 317230,"For 1973 & later Johnson/Evinrude 3-cyl, 40-75 Hp outboards.",also crosses with: Sierra: 18-0194 GLM: 21643,UPC: 840080471099,,https://www.engineeredmarineproducts.com/product/12-02790/
12-02792,https://www.engineeredmarineproducts.com/wp-content/uploads/12-02792.jpg,12-02792JEV,"BRP, Gearcase, Gearcase Components, Spacers, Gearcase",Thrust Washer,OEM : Johnson/Evinrude Replaces: BRP 327656 | 314729,"For 1982 & later Johnson/Evinrude V4, 85-140 Hp | V6, 150-235 Hp | V8, 250-300 Hp outboards.",also crosses with: Sierra: 18-0200 GLM: 21645,UPC: 840080491523,,https://www.engineeredmarineproducts.com/product/12-02792/
12-02791,https://www.engineeredmarineproducts.com/wp-content/uploads/12-02791.jpg,12-02791JEV,"BRP, Gearcase Components, Gearcase, Spacers, Gearcase",Thrust Washer,OEM : Johnson/Evinrude Replaces: BRP 324766,"For 1979 & later Johnson/Evinrude 2-cyl, 40-55 Hp | 3-cyl, 50-70 Hp | V4, 85-140 Hp outboard,",also crosses with: Sierra: 18-0198 GLM: 21644,UPC: 840080401836,,https://www.engineeredmarineproducts.com/product/12-02791/
1300-01146,https://www.engineeredmarineproducts.com/wp-content/uploads/1300-01146.jpg,1300-01146JEV,"BRP, Fuel, Fuel Components, Fuel, New",Needle and Seat,OEM : Johnson/Evinrude Replaces: BRP 387262 | 379312 | 377478 | 375918,"For 1968 Johnson/Evinrude 3-cyl, 65-85 Hp outboards.",also crosses with: Sierra: 18-7038 GLM: 40700,UPC: 840080457697,,https://www.engineeredmarineproducts.com/product/1300-01146/
1300-08645,https://www.engineeredmarineproducts.com/wp-content/uploads/1300-08645.jpg,1300-08645JEV,"BRP, Fuel, Carburetor Kits, Fuel",Carburetor Repair Kit,OEM : Johnson/Evinrude Replaces: BRP 439070 | 398450 | 398451 | 392048 | 390990,"For 1998-2001 Johnson/Evinrude 2-cyl, 2.5-7.5 Hp outboards.",also crosses with:,UPC: 840080420738,,https://www.engineeredmarineproducts.com/product/1300-08645/
1300-02364,https://www.engineeredmarineproducts.com/wp-content/uploads/1300-02364.jpg,1300-02364JEV,"BRP, Fuel, Carburetor Kits, Fuel",Carburetor Repair Kit,OEM : Johnson/Evinrude Replaces: BRP 439079 | 439078 | 435676 | 434439 | 398557 | 398174 | 435677 | 435752 | 398558 | 434399 | 396676,"For 1986-97 Johnson/Evinrude V4, 120-140 Hp | V6, 185-225 Hp | V8, 150-300 Hp outboard carburetors.",also crosses with: Sierra: 18-7248 GLM: 40580 Mallory: 9-37103,UPC: 840080489520,,https://www.engineeredmarineproducts.com/product/1300-02364/
1300-02362,https://www.engineeredmarineproducts.com/wp-content/uploads/1300-02362.jpg,1300-02362JEV,"BRP, Fuel, Carburetor Kits, Fuel",Carburetor Repair Kit,OEM : Johnson/Evinrude Replaces: BRP 439079 | 435676 | 435678 | 434647 | 434439 | 398557 | 398174,"For 1993/1998 Johnson/Evinrude V4, 125 Hp | V6, 185-225 Hp outboards.",also crosses with: Sierra: 18-7220 Mallory: 9-37110,UPC: 840080408965,,https://www.engineeredmarineproducts.com/product/1300-02362/
1300-01432,https://www.engineeredmarineproducts.com/wp-content/uploads/1300-01432.jpg,1300-01432JEV,"BRP, Fuel, Carburetor Kits, Fuel",Carburetor Kit with Float,OEM : Johnson/Evinrude Replaces: BRP 396701 | 398729 | 383317 | 383892 | 392061 | 390134 | 387856 | 388796 | 390075 | 388524 | 384413 | 390077 | 384412,"For 1969 & later Johnson/Evinrude 2-cyl, 18-55 Hp | 3-cyl, 60-75 Hp outboards.",also crosses with: Sierra: 18-7222 GLM: 40560 Mallory: 9-37107,UPC: 840080479538,,https://www.engineeredmarineproducts.com/product/1300-01432/
1300-01895,https://www.engineeredmarineproducts.com/wp-content/uploads/1300-01895.jpg,1300-01895JEV,"BRP, Fuel, Carburetor Kits, Fuel",Carburetor Repair Kit,OEM : Johnson/Evinrude Replaces: BRP 439076 | 434888 | 435443 | 398526 | 390055 | 393872 | 383906 | 392550 | 390241 | 387730 | 391343,For 1993-98 Johnson/Evinrude V4 88-115 Hp outboards.,also crosses with: Sierra: 18-7046 GLM: 40570 Mallory: 9-37100,UPC: 840080422497,,https://www.engineeredmarineproducts.com/product/1300-01895/
1300-01427,https://www.engineeredmarineproducts.com/wp-content/uploads/1300-01427.jpg,1300-01427JEV,"BRP, Fuel, Carburetor Kits, Fuel",Carburetor Repair Kit,OEM : Johnson/Evinrude Replaces: BRP 398453 | 386698,"For 1974-88 Johnson/Evinrude 2-cyl, 10-15 Hp outboards.",also crosses with: Sierra: 18-7223 Mallory: 9-37101,UPC: 840080416205,,https://www.engineeredmarineproducts.com/product/1300-01427/
1300-01892,https://www.engineeredmarineproducts.com/wp-content/uploads/1300-01892.jpg,1300-01892JEV,"Fuel, BRP, Carburetor Kits, Fuel",Carburetor Repair Kit,OEM : Johnson/Evinrude Replaces: BRP 398532 | 305285,"For 1968-90 Johnson/Evinrude 1-cyl, 1.5-4 Hp outboards.",also crosses with: Mallory: 9-37106,UPC: 840080422794,,https://www.engineeredmarineproducts.com/product/1300-01892/
1300-01412,https://www.engineeredmarineproducts.com/wp-content/uploads/1300-01412.jpg,1300-01412JEV,"BRP, Fuel, Fuel Components, Fuel, New",Float Valve,OEM : Johnson/Evinrude Replaces: BRP 396522 | 382889 | 379313 | 375985 | 379159,"For 1986-2001 Johnson/Evinrude 2-cyl, 4-55 Hp | 3-cyl, 60-70 Hp | V4, 90-140 Hp | V6 150-235 Hp | V8, 250-300 Hp outboards.",also crosses with: Sierra: 18-7094 GLM: 40720 Mallory: 9-36800,UPC: 840080407319,,https://www.engineeredmarineproducts.com/product/1300-01412/
1300-08646,https://www.engineeredmarineproducts.com/wp-content/uploads/1300-08646.jpg,1300-08646JEV,"BRP, Fuel, Carburetor Kits, Fuel",Carburetor Repair Kit,OEM : Johnson/Evinrude Replaces: BRP 439072 | 398452 | 390139 | 391305 | 389786 | 391937,"For 1979 & later Johnson/Evinrude 2-cyl, 3-8 Hp outboards.",also crosses with: Sierra: 18-7223 GLM: 40550 Mallory: 9-37101,UPC: 840080400068,,https://www.engineeredmarineproducts.com/product/1300-08646/
1300-01411,https://www.engineeredmarineproducts.com/wp-content/uploads/1300-01411.jpg,1300-01411JEV,"BRP, Fuel, Fuel Components, Fuel, New",Float Valve,OEM : Johnson/Evinrude Replaces: BRP 396521 | 378895 | 678882 | 375798 | 381463,"For 1986-2006 Johnson/Evinrude 2-cyl, 20-55 Hp | 3-cyl, 60-75 Hp | V4, 90-115 Hp | V6 150-175 Hp outboards.",also crosses with: Sierra: 18-7093 GLM: 40710 Mallory: 9-36801,UPC: 840080448152,,https://www.engineeredmarineproducts.com/product/1300-01411/
1300-08647,https://www.engineeredmarineproducts.com/wp-content/uploads/1300-08647.jpg,1300-08647JEV,"BRP, Fuel, Carburetor Kits, Fuel",Carburetor Repair Kit,OEM : Johnson/Evinrude Replaces: BRP 439071 | 383052 | 382046 | 382049 | 382045 | 382047,"For 1952-79 Johnson/Evinrude 2-cyl, 4-6 Hp outboards.",also crosses with: Sierra: 18-7043 GLM: 40510 Mallory: 9-37106,UPC: 840080462561,,https://www.engineeredmarineproducts.com/product/1300-08647/
1300-36071,https://www.engineeredmarineproducts.com/wp-content/uploads/1300-36071.jpg,,"Fuel, Fuel, Fuel Components","Valve, IAC", Replaces: Johnson/Evinrude/OMC/BRP: 5033727 Suzuki: 18137-77E00,"Fits 4-cyl, 40-70 HP outboard engines.",Fits Johnson/Evinrude 90/115 HP (4-Stroke) 2003-Up | 140 HP (4-Stroke) 2004-Up.,UPC: 840080494661,,https://www.engineeredmarineproducts.com/product/1300-36071/
1300-36194,https://www.engineeredmarineproducts.com/wp-content/uploads/1300-36194.jpg,1300-36194JEV,"Engines, BRP, Other Components, Engine Components, Engines",Check Valve,OEM : Johnson/Evinrude Replaces: BRP 436194 | 337595,"For 1992-2005 Johnson/Evinrude V4, 130 Hp | V6, 185-225 Hp outboards.",also crosses with:,UPC: 840080405087,,https://www.engineeredmarineproducts.com/product/1300-36194/
1300-36385,https://www.engineeredmarineproducts.com/wp-content/uploads/1300-36385.jpg,1300-36385JEV,"Engines, BRP, Other Components, Engine Components, Engines",Check Valve,OEM : Johnson/Evinrude Replaces: BRP 436385,"For 1994-2005 Johnson/Evinrude V4, 130 Hp | V6, 200-250 Hp outboards.",also crosses with:,UPC: 840080445618,,https://www.engineeredmarineproducts.com/product/1300-36385/
1300-36064,https://www.engineeredmarineproducts.com/wp-content/uploads/1300-36064.jpg,,"Fuel, Carburetor Kits",FLOAT, Replaces: Johnson/Evinrude/OMC/BRP: 396514,1.5 – 10 1954-1990,UPC: 840080493497,,,https://www.engineeredmarineproducts.com/product/1300-36064/
1300-36063,https://www.engineeredmarineproducts.com/wp-content/uploads/1300-36063.jpg,1300-36063JEV,"Fuel, BRP, Fuel Components, Fuel",Nitrophyl Float,OEM : Johnson/Evinrude Replaces: BRP 382363,"For 1968-2005 Johnson/Evinrude 2-cyl, 25-60 Hp | 3-cyl, 65-75 Hp outboards.",also crosses with: Sierra: 18-7210 GLM: 77290 Mallory: 9-36900,UPC: 840080450872,,https://www.engineeredmarineproducts.com/product/1300-36063/
1300-36019,https://www.engineeredmarineproducts.com/wp-content/uploads/1300-36019.jpg,1300-36019JEV,"BRP, Fuel, Carburetor Kits, Fuel",Carburetor Repair Kit,OEM : Johnson/Evinrude Replaces: BRP 439078 | 439079 | 437327 | 435676 | 435677 | 435678 | 434647 | 434439 | 398557 | 398174 | 435677 | 435752 | 398558 | 434399 | 396676,"For 1992-93/1998 Johnson/Evinrude V4, 120-140 Hp | V6, 185-225 Hp outboards.","also crosses with: Sierra: 18-7248 GLM: 40580 Mallory: 9-37110, 9-37103",UPC: 840080437323,,https://www.engineeredmarineproducts.com/product/1300-36019/
1300-13100,https://www.engineeredmarineproducts.com/wp-content/uploads/1300-13100.jpg,1300-13100JEV,"BRP, Fuel, Fuel Components, Fuel, New",Carburetor Float,OEM : Johnson/Evinrude Replaces: BRP 391508,"For 1985-2001 Johnson/Evinrude V4, 120-140 Hp | V6, 185-235 Hp | V8, 250-300 Hp outboards.",also crosses with:,UPC: 840080478616,,https://www.engineeredmarineproducts.com/product/1300-13100/
1300-08691,https://www.engineeredmarineproducts.com/wp-content/uploads/1300-08691.jpg,1300-08691JEV,"BRP, Fuel, Carburetor Kits, Fuel",Carburetor Repair Kit,OEM : Johnson/Evinrude Replaces: BRP 439073 | 436359 | 431897 | 438397 | 436824 | 398508 | 398230,"For 1986 & later Johnson/Evinrude 2-cyl,  4-35 Hp outboards.",also crosses with: Sierra: 18-7219 GLM: 40600 Mallory: 9-37109,UPC: 840080401485,,https://www.engineeredmarineproducts.com/product/1300-08691/
1300-08688,https://www.engineeredmarineproducts.com/wp-content/uploads/1300-08688.jpg,1300-08688JEV,"BRP, Fuel, Carburetor Kits, Fuel",Carburetor Repair Kit,OEM : Johnson/Evinrude Replaces: BRP 437327 | 777723,"For 1994-2001 Johnson/Evinrude V4, 125-130 Hp | V6 185-250 Hp outboards.",also crosses with: Sierra: 18-7248 GLM: 40520 Mallory: 9-37103,UPC: 840080491219,,https://www.engineeredmarineproducts.com/product/1300-08688/
1300-92988,https://www.engineeredmarineproducts.com/wp-content/uploads/1300-92988.jpg,1300-92988JEV,"BRP, Fuel, Fuel Components, Fuel",Check Valve,OEM : Johnson/Evinrude Replaces: BRP 392988,"For 1982-98 Johnson/Evinrude V4, 85-140 Hp | V6, 150-235 Hp | V8, 250-300 Hp outboards.",also crosses with:,UPC: 840080479330,,https://www.engineeredmarineproducts.com/product/1300-92988/
1300-08690,https://www.engineeredmarineproducts.com/wp-content/uploads/1300-08690.jpg,1300-08690JEV,"BRP, Fuel, Carburetor Kits, Fuel",Carburetor Repair Kit,OEM : Johnson/Evinrude Replaces: BRP 382048,"For 1964-72 Johnson/Evinrude 2-cyl, 9.5 Hp outboards.",also crosses with:,UPC: 840080447339,,https://www.engineeredmarineproducts.com/product/1300-08690/
