Part-No,Product,Sub-Title,Photo,Applications,M8/M12 Application,Orientation,No. of Pins,Termination,o-ring,Current Rating,Air- and creepage distance,Gender,Coding,Mating Cycles,Standard,Assembly Height,Max Operating Temp,Configuration,Packaging,Cable Type,Connector left,Connector right,Shield,Anti Twist Protection,Loaded Pins,Material,Color,Data Rate,Transmission Category,Drawing PDF,Drawing DXF,Model 3D,Catalog,Product URL
Part-No. 225362-E,M12 Metall Shell,for M12 angled female connectors,https://www.erni.com/fileadmin/_processed_/4/3/csm_IM0011786_e84713f088.png,"I/O Connectors, ,",M12 Accessoires,,,,,,,Female,,,IEC 61076-2-101,Angled,,Metal shell for M12 angled female connectors,Bulk,,,,No,No,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007877.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0008291.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/225362
Part-No. 394863-E,M12 Metall Shell,"for M12 male connectors, for counternut",https://www.erni.com/fileadmin/_processed_/5/5/csm_IM0011801_d3c0350d1f.png,"I/O Connectors, ,",M12 Accessoires,,,,,,,Male,,,IEC 61076-2-101,13 mm,,"Metal shell for M12 male connectors, for counternut",Bulk,,,,No,No,,CuZn nickel plated,,,,https://www.erni.com/fileadmin/import/products/assets/DC0011256.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0011255.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011251.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/394863
Part-No. 284377-E,M12 Metall Shell,for M12 male connectors,https://www.erni.com/typo3temp/assets/_processed_/b/5/csm_no_picture_available_13b518af2c.png,"I/O Connectors, ,",M12 Accessoires,,,,,,,Male,,,IEC 61076-2-101,13 mm,,Metal shell for M12 male connectors,Bulk,,,,No,No,,CuZn nickel plated,,,,https://www.erni.com/fileadmin/import/products/assets/DC0011253.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0011254.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011252.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/284377
Part-No. 464272-E,M12 Metall Shell,"for M12 male connectors, shielded",https://www.erni.com/fileadmin/_processed_/6/c/csm_IM0011803_a2d78f2d7a.png,"I/O Connectors, ,",M12 Accessoires,,,,,,,Male,,,IEC 61076-2-101,9 mm,,Metal shell for M12 male connectors,Bulk,,,,No,No,,CuZn nickel plated,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007551.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0010828.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/464272
Part-No. 394828-E,M12 Metall Shell,for M12 female connectors,https://www.erni.com/fileadmin/_processed_/5/6/csm_IM0011799_2311d58f71.png,"I/O Connectors, ,",M12 Accessoires,,,,,,,Female,,,IEC 61076-2-101,9 mm,,Metal shell for M12 female connectors,Bulk,,,,No,No,,CuZn nickel plated,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007596.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0007597.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0008349.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/394828
Part-No. 394847-E,M12 Metall Shell,for M12 female connectors,https://www.erni.com/fileadmin/_processed_/9/0/csm_IM0011800_fc58725f7b.png,"I/O Connectors, ,",M12 Accessoires,,,,,,,Female,,,IEC 61076-2-101,13 mm,,Metal shell for M12 female connectors,Bulk,,,,No,No,,CuZn nickel plated,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007596.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0007597.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0008350.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/394847
Part-No. 223866-E,M12 Cable Assembly,"4-pin, A-coding",https://www.erni.com/fileadmin/_processed_/d/6/csm_IM0011761_4556112f50.png,"I/O Connectors, Cable Assembly,",M12 Cable Assemblies,,4,,,4 A,,Female,A,,IEC 61076-2-101,,70 °C,,,PVC,Female Straight,None,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005960.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005961.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000757.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/223866
Part-No. 294937-E,M12 Assembly Kit Female,"8-pin, A-coding, SMT",https://www.erni.com/fileadmin/_processed_/c/4/csm_IM0011961_3d735ee1dc.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,8,SMT,,,,Female,A,100,IEC 61076-2-101,13 mm,,"kit, female metal shell, o-ring 14x1, o-ring 7x1",Bag,,,,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005950.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005951.ZIP,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/294937
Part-No. 225114-E,M12 Assembly Kit Female,"4-pin, D-coding, SMT",https://www.erni.com/fileadmin/_processed_/a/b/csm_IM0011915_c17291bc96.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,4,SMT,,,,Female,D,100,IEC 61076-2-101,13 mm,,"kit, female metal shell, o-ring 14x1, o-ring 7x1",Bag,,,,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005944.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005945.ZIP,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/225114
Part-No. 294935-E,M12 Assembly Kit Female,"5-pin, A-coding, SMT",https://www.erni.com/fileadmin/_processed_/d/5/csm_IM0011960_e68f13558b.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,5,SMT,,,,Female,A,100,IEC 61076-2-101,13 mm,,"kit, female metal shell, o-ring 14x1, o-ring 7x1",Bag,,,,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005948.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005949.ZIP,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/294935
Part-No. 223783-E,M12 Cable Assembly,"4-pin, A-coding",https://www.erni.com/fileadmin/_processed_/d/6/csm_IM0011761_4556112f50.png,"I/O Connectors, Cable Assembly,",M12 Cable Assemblies,,4,,,4 A,,Female,A,,IEC 61076-2-101,,70 °C,,,PVC,Female Straight,None,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005960.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005961.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000757.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/223783
Part-No. 835677-E,M12 O-Ring,"for M12 metall shell, 14x1",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, ,",M12 Accessoires,,,,,,,,,,IEC 61076-2-101,,,"O-Ring for M12 metall shell, 14x1",Bulk 100 pcs,,,,No,No,,FKM,black,,,https://www.erni.com,https://www.erni.com,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/835677
Part-No. 294933-E,M12 Assembly Kit Male,"5-pin, A-coding, SMT",https://www.erni.com/fileadmin/_processed_/8/a/csm_IM0011959_981c6d4315.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,5,SMT,,,,Male,A,100,IEC 61076-2-101,13 mm,,"kit, male metal shell, o-ring 14x1",Bag,,,,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005946.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005947.ZIP,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/294933
Part-No. 835284-E,M12 O-Ring,"for M12 female connectors, 7x1",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, ,",M12 Accessoires,,,,,,,,,,IEC 61076-2-101,,,"O-Ring for M12 female connectors, 7x1",Bulk 100 pcs,,,,No,No,,FKM,black,,,https://www.erni.com,https://www.erni.com,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/835284
Part-No. 374342-E,,,https://www.erni.com/fileadmin/_processed_/2/1/csm_IM0011796_ccc643dc8f.png,"I/O Connectors, ,",M12 Accessoires,,,,,,,Male,,,IEC 61076-2-101,,,"Protective cap For male connectors, M12x1, incl. o-ring",Bulk 100 pcs,,,,No,No,,PE-HD,yellow,,,https://www.erni.com/fileadmin/import/products/assets/DC0005667.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005664.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000750.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/374342
Part-No. 225507-E,,,https://www.erni.com/fileadmin/_processed_/a/7/csm_IM0011787_eee120e044.png,"I/O Connectors, ,",M12 Accessoires,,,,,,,Female,,,IEC 61076-2-101,,,"Protective cap For female connectors, M12x1",Bulk 100 pcs,,,,No,No,,PE-HD,black,,,https://www.erni.com/fileadmin/import/products/assets/DC0005666.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005663.ZIP,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/225507
Part-No. 374343-E,,,https://www.erni.com/fileadmin/_processed_/e/b/csm_IM0011797_d2654580b6.png,"I/O Connectors, ,",M12 Accessoires,,,,,,,Female,,,IEC 61076-2-101,,,"Protective cap For female connectors, M12x1",Bulk 500 pcs,,,,No,No,,PE-HD,yellow,,,https://www.erni.com/fileadmin/import/products/assets/DC0005666.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005663.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000749.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/374343
Part-No. 223784-E,M12 Cable Assembly,"4-pin, A-coding",https://www.erni.com/fileadmin/_processed_/d/6/csm_IM0011761_4556112f50.png,"I/O Connectors, Cable Assembly,",M12 Cable Assemblies,,4,,,4 A,,Female,A,,IEC 61076-2-101,,80 °C,,,PUR,Female Straight,None,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005960.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005961.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000757.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/223784
Part-No. 223714-E,M12 Cable Assembly,"4-pin, A-coding",https://www.erni.com/fileadmin/_processed_/5/f/csm_IM0011757_3798eaed34.png,"I/O Connectors, Cable Assembly,",M12 Cable Assemblies,,4,,,4 A,,Female,A,,IEC 61076-2-101,,80 °C,,,PUR,Female Angled,None,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005962.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005963.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000752.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/223714
Part-No. 223787-E,M12 Cable Assembly,"4-pin, A-coding",https://www.erni.com/fileadmin/_processed_/5/f/csm_IM0011757_3798eaed34.png,"I/O Connectors, Cable Assembly,",M12 Cable Assemblies,,4,,,4 A,,Female,A,,IEC 61076-2-101,,80 °C,,,PUR,"Female angled, with LED",None,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005964.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005965.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000760.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/223787
Part-No. 223781-E,M12 Cable Assembly,"4-pin, A-coding",https://www.erni.com/fileadmin/_processed_/3/2/csm_IM0011756_afc69e2755.png,"I/O Connectors, Cable Assembly,",M12 Cable Assemblies,,4,,,4 A,,Male,A,,IEC 61076-2-101,,70 °C,,,PVC,Male Straight,None,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005956.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005957.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000751.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/223781
Part-No. 223713-E,M12 Cable Assembly,"4-pin, A-coding",https://www.erni.com/fileadmin/_processed_/3/2/csm_IM0011756_afc69e2755.png,"I/O Connectors, Cable Assembly,",M12 Cable Assemblies,,4,,,4 A,,Male,A,,IEC 61076-2-101,,80 °C,,,PUR,Male Straight,None,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005956.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005957.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000751.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/223713
Part-No. 223789-E,M12 Cable Assembly,"4-pin, A-coding",https://www.erni.com/fileadmin/_processed_/6/9/csm_IM0011759_1460f7673b.png,"I/O Connectors, Cable Assembly,",M12 Cable Assemblies,,4,,,4 A,,Male/Female,A,,IEC 61076-2-101,,80 °C,,,PUR,Male Straight,Female Straight,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005966.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005967.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000762.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/223789
Part-No. 223786-E,M12 Cable Assembly,"4-pin, A-coding",https://www.erni.com/fileadmin/_processed_/5/f/csm_IM0011757_3798eaed34.png,"I/O Connectors, Cable Assembly,",M12 Cable Assemblies,,4,,,4 A,,Female,A,,IEC 61076-2-101,,70 °C,,,PVC,"Female angled, with LED",None,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005964.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005965.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000760.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/223786
Part-No. 223788-E,M12 Cable Assembly,"4-pin, A-coding",https://www.erni.com/fileadmin/_processed_/6/9/csm_IM0011759_1460f7673b.png,"I/O Connectors, Cable Assembly,",M12 Cable Assemblies,,4,,,4 A,,Male/Female,A,,IEC 61076-2-101,,70 °C,,,PVC,Male Straight,Female Straight,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005966.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005967.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000762.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/223788
Part-No. 223785-E,M12 Cable Assembly,"4-pin, A-coding",https://www.erni.com/fileadmin/_processed_/5/f/csm_IM0011757_3798eaed34.png,"I/O Connectors, Cable Assembly,",M12 Cable Assemblies,,4,,,4 A,,Female,A,,IEC 61076-2-101,,70 °C,,,PVC,Female Angled,None,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005962.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005963.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000752.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/223785
Part-No. 223782-E,M12 Cable Assembly,"4-pin, A-coding",https://www.erni.com/fileadmin/_processed_/5/4/csm_IM0011758_77b5dc14b2.png,"I/O Connectors, Cable Assembly,",M12 Cable Assemblies,,4,,,4 A,,Male,A,,IEC 61076-2-101,,70 °C,,,PVC,Male Angled,None,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005958.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005959.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000756.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/223782
Part-No. 223715-E,M12 Cable Assembly,"4-pin, A-coding",https://www.erni.com/fileadmin/_processed_/4/9/csm_IM0011760_adb0906463.png,"I/O Connectors, Cable Assembly,",M12 Cable Assemblies,,4,,,4 A,,Male/Female,A,,IEC 61076-2-101,,80 °C,,,PUR,Male Straight,"Female angled, with LED",No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005954.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005955.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000753.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/223715
Part-No. 223791-E,M12 Cable Assembly,"4-pin, A-coding",https://www.erni.com/fileadmin/_processed_/4/9/csm_IM0011760_adb0906463.png,"I/O Connectors, Cable Assembly,",M12 Cable Assemblies,,4,,,4 A,,Male/Female,A,,IEC 61076-2-101,,80 °C,,,PUR,Male Straight,Female Angled,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005968.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005969.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000764.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/223791
Part-No. 223790-E,M12 Cable Assembly,"4-pin, A-coding",https://www.erni.com/fileadmin/_processed_/4/9/csm_IM0011760_adb0906463.png,"I/O Connectors, Cable Assembly,",M12 Cable Assemblies,,4,,,4 A,,Male/Female,A,,IEC 61076-2-101,,70 °C,,,PVC,Male Straight,Female Angled,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005968.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005969.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000764.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/223790
Part-No. 225119-E,M12 Cable Assembly,"5-pin, A-coding",https://www.erni.com/fileadmin/_processed_/0/1/csm_IM0011764_b49b1226c3.png,"I/O Connectors, Cable Assembly,",M12 Cable Assemblies,,5,,,4 A,,Male/Female,A,,IEC 61076-2-101,,75 °C,,,"PUR (CAN, DeviceNet)",Male Straight,Female Straight,Yes,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005984.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005985.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000774.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/225119
Part-No. 225100-E,M12 Cable Assembly,"4-pin, A-coding",https://www.erni.com/fileadmin/_processed_/0/c/csm_IM0011762_c921bf9bf8.png,"I/O Connectors, Cable Assembly,",M12 Cable Assemblies,,4,,,4 A,,Male,A,,IEC 61076-2-101,,75 °C,,,"PUR (CAN, DeviceNet)",Male Straight,None,Yes,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005976.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005977.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000773.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/225100
Part-No. 225120-E,M12 Cable Assembly,"5-pin, A-coding",https://www.erni.com/fileadmin/_processed_/0/1/csm_IM0011764_b49b1226c3.png,"I/O Connectors, Cable Assembly,",M12 Cable Assemblies,,5,,,4 A,,Male/Female,A,,IEC 61076-2-101,,75 °C,,,"PUR (CAN, DeviceNet)",Male Straight,Female Straight,Yes,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005984.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005985.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000774.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/225120
Part-No. 354195-E,M12 Cable Assembly,"5-pin, A-coding",https://www.erni.com/fileadmin/_processed_/0/1/csm_IM0011764_b49b1226c3.png,"I/O Connectors, Cable Assembly,",M12 Cable Assemblies,,5,,,4 A,,Male/Female,A,,IEC 61076-2-101,,75 °C,,,"PUR (CAN, DeviceNet)",Male Straight,Female Straight,Yes,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005984.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005985.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000774.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/354195
Part-No. 235041-E,M12 Cable Assembly,"5-pin, A-coding",https://www.erni.com/fileadmin/_processed_/7/9/csm_IM0011763_81b1137758.png,"I/O Connectors, Cable Assembly,",M12 Cable Assemblies,,5,,,4 A,,Female,A,,IEC 61076-2-101,,70 °C,,,PVC,Female Straight,None,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005982.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005983.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000769.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/235041
Part-No. 364415-E,M12 Cable Assembly,"5-pin, A-coding",https://www.erni.com/fileadmin/_processed_/0/1/csm_IM0011764_b49b1226c3.png,"I/O Connectors, Cable Assembly,",M12 Cable Assemblies,,5,,,4 A,,Male/Female,A,,IEC 61076-2-101,,75 °C,,,"PUR (CAN, DeviceNet)",Male Straight,Female Straight,Yes,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005984.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005985.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000774.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/364415
Part-No. 225117-E,M12 Cable Assembly,"5-pin, A-coding",https://www.erni.com/fileadmin/_processed_/0/1/csm_IM0011764_b49b1226c3.png,"I/O Connectors, Cable Assembly,",M12 Cable Assemblies,,5,,,4 A,,Male/Female,A,,IEC 61076-2-101,,75 °C,,,"PUR (CAN, DeviceNet)",Male Straight,Female Straight,Yes,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005984.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005985.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000774.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/225117
Part-No. 223944-E,M12 Cable Assembly,"5-pin, A-coding",https://www.erni.com/fileadmin/_processed_/0/1/csm_IM0011764_b49b1226c3.png,"I/O Connectors, Cable Assembly,",M12 Cable Assemblies,,5,,,4 A,,Male/Female,A,,IEC 61076-2-101,,80 °C,,,PUR,Male Straight,Female Straight,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005952.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005953.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000770.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/223944
Part-No. 225118-E,M12 Cable Assembly,"5-pin, A-coding",https://www.erni.com/fileadmin/_processed_/0/1/csm_IM0011764_b49b1226c3.png,"I/O Connectors, Cable Assembly,",M12 Cable Assemblies,,5,,,4 A,,Male/Female,A,,IEC 61076-2-101,,75 °C,,,"PUR (CAN, DeviceNet)",Male Straight,Female Straight,Yes,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005984.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005985.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000774.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/225118
Part-No. 225101-E,M12 Cable Assembly,"4-pin, A-coding",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, Cable Assembly,",M12 Cable Assemblies,,4,,,4 A,,Male/Female,A,,IEC 61076-2-101,,75 °C,,,"PUR (CAN, DeviceNet)",Female Straight,Male Straight,Yes,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005978.PDF.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005979.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000781.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/225101
Part-No. 223923-E,M12 Cable Assembly,"5-pin, A-coding",https://www.erni.com/fileadmin/_processed_/7/9/csm_IM0011763_81b1137758.png,"I/O Connectors, Cable Assembly,",M12 Cable Assemblies,,5,,,4 A,,Female,A,,IEC 61076-2-101,,70 °C,,,PVC,Female Straight,None,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005982.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005983.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000769.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/223923
Part-No. 225121-E,M12 Cable Assembly,"5-pin, A-coding",https://www.erni.com/fileadmin/_processed_/0/1/csm_IM0011764_b49b1226c3.png,"I/O Connectors, Cable Assembly,",M12 Cable Assemblies,,5,,,4 A,,Male/Female,A,,IEC 61076-2-101,,75 °C,,,"PUR (CAN, DeviceNet)",Female Straight,Female Straight,Yes,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005970.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005971.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000778.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/225121
Part-No. 225039-E,M12 Cable Assembly,"8-pin, A-coding",https://www.erni.com/fileadmin/_processed_/f/8/csm_IM0011765_4a05413730.png,"I/O Connectors, Cable Assembly,",M12 Cable Assemblies,,8,,,4 A,,Female,A,,IEC 61076-2-101,,80 °C,,,PUR,Female Straight,None,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005972.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005973.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000771.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/225039
