Event,Fight,Bet,BetOnline,BetOnline Move,Bovada,Bovada Move,Pinnacle,Pinnacle Move,Betway,Betway Move,MyBookie,MyBookie Move,BetUS,BetUS Move,SXBet,SXBet Move,Jazz,Jazz Move,Cloudbet,Cloudbet Move,Unibet,Unibet Move,DraftKings,DraftKings Move,FanDuel,FanDuel Move,BetAnySports,BetAnySports Move
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Ruziboev doesn't win in round 2,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Dumas wins in round 2,1100,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Dumas doesn't win in round 2,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Ruziboev wins in round 3,900,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Ruziboev doesn't win in round 3,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Dumas wins in round 3,1800,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Dumas doesn't win in round 3,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas","Ruziboev wins in round 1 - KO, TKO or DQ",475,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas","Ruziboev doesn't win in round 1 - KO, TKO or DQ",,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas","Dumas wins in round 1 - KO, TKO or DQ",1200,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas","Dumas doesn't win in round 1 - KO, TKO or DQ",,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas","Ruziboev wins in round 2 - KO, TKO or DQ",1100,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas","Ruziboev doesn't win in round 2 - KO, TKO or DQ",,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas","Dumas wins in round 2 - KO, TKO or DQ",1600,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas","Dumas doesn't win in round 2 - KO, TKO or DQ",,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas","Ruziboev wins in round 3 - KO, TKO or DQ",2200,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas","Ruziboev doesn't win in round 3 - KO, TKO or DQ",,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas","Dumas wins in round 3 - KO, TKO or DQ",2300,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas","Dumas doesn't win in round 3 - KO, TKO or DQ",,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Ruziboev wins in round 1 - Submission,225,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Ruziboev doesn't win in round 1 - Submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Dumas wins in round 1 - Submission,2500,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Dumas doesn't win in round 1 - Submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Ruziboev wins in round 2 - Submission,600,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Ruziboev doesn't win in round 2 - Submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Dumas wins in round 2 - Submission,3500,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Dumas doesn't win in round 2 - Submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Ruziboev wins in round 3 - Submission,1300,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Ruziboev doesn't win in round 3 - Submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Dumas wins in round 3 - Submission,5000,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Dumas doesn't win in round 3 - Submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Nursultan Ruziboev (scorecards = no action),-350,-1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Sedriques Dumas (scorecards = no action),275,1,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night 240: Allen vs. Curtis 2,"Trevor Peek , Charlie Campbell",Trevor Peek,160,-1,155,0,162,-1,,,150,0,155,0,,,,,165,-1,150,0,160,-1,154,0,,
UFC Fight Night 240: Allen vs. Curtis 2,"Trevor Peek , Charlie Campbell",Charlie Campbell,-185,1,-185,0,-190,1,,,-200,0,-185,0,,,,,-185,1,-186,0,-192,1,-200,0,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Vicente Luque,-115,1,-110,-1,-113,1,-120,-1,-125,1,-115,1,-120,-1,-115,1,-111,1,-117,1,-118,1,-125,1,-115,1
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Joaquin Buckley,-105,-1,-110,1,-101,-1,-105,-1,-105,-1,-115,-1,101,-1,-105,-1,101,-1,-107,-1,-102,-1,-102,-1,-115,-1
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Fight ends in a Draw,6600,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Fight doesn't end in a Draw,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Over 2.5 rounds,132,-1,130,1,,,130,0,130,1,132,-1,131,0,130,-1,132,1,,,130,0,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Under 2.5 rounds,-162,1,-170,-1,,,-175,0,-160,-1,-162,1,-163,0,-160,1,-161,-1,,,-166,0,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Fight goes the distance,155,0,150,0,,,150,0,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Fight ends inside distance,-190,0,-200,0,,,-200,0,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Luque wins inside distance,135,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Luque doesn't win inside distance,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Buckley wins inside distance,225,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Buckley doesn't win inside distance,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Luque wins by decision,375,1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Luque doesn't win by decision,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Buckley wins by decision,275,-1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Buckley doesn't win by decision,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Luque wins by TKO/KO,250,-1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Luque doesn't win by TKO/KO,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Buckley wins by TKO/KO,250,1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Buckley doesn't win by TKO/KO,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Luque wins by submission,525,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Luque doesn't win by submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Buckley wins by submission,3000,1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Buckley doesn't win by submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Luque wins in round 1,425,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Luque doesn't win in round 1,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Buckley wins in round 1,650,1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Buckley doesn't win in round 1,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Luque wins in round 2,500,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Luque doesn't win in round 2,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Buckley wins in round 2,750,-1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Buckley doesn't win in round 2,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Luque wins in round 3,800,1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Luque doesn't win in round 3,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Buckley wins in round 3,1000,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Buckley doesn't win in round 3,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley","Luque wins in round 1 - KO, TKO or DQ",700,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley","Luque doesn't win in round 1 - KO, TKO or DQ",,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley","Buckley wins in round 1 - KO, TKO or DQ",700,1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley","Buckley doesn't win in round 1 - KO, TKO or DQ",,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley","Luque wins in round 2 - KO, TKO or DQ",900,1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley","Luque doesn't win in round 2 - KO, TKO or DQ",,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley","Buckley wins in round 2 - KO, TKO or DQ",800,-1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley","Buckley doesn't win in round 2 - KO, TKO or DQ",,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley","Luque wins in round 3 - KO, TKO or DQ",1200,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley","Luque doesn't win in round 3 - KO, TKO or DQ",,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley","Buckley wins in round 3 - KO, TKO or DQ",1200,1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley","Buckley doesn't win in round 3 - KO, TKO or DQ",,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Luque wins in round 1 - Submission,1200,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Luque doesn't win in round 1 - Submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Buckley wins in round 1 - Submission,5000,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Buckley doesn't win in round 1 - Submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Luque wins in round 2 - Submission,1400,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Luque doesn't win in round 2 - Submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Buckley wins in round 2 - Submission,6000,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Buckley doesn't win in round 2 - Submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Luque wins in round 3 - Submission,2000,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Luque doesn't win in round 3 - Submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Chris Weidman,245,-1,215,-1,230,-1,210,-1,210,1,225,1,242,1,227,1,233,-1,225,1,230,-1,215,0,215,-1
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Bruno Silva,-285,1,-275,1,-281,1,-275,1,-325,-1,-285,1,-270,1,-289,-1,-272,1,-295,-1,-285,1,-290,0,-285,1
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Fight ends in a Draw,6600,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Fight doesn't end in a Draw,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Over 1.5 rounds,-120,1,-120,1,,,-175,0,-120,1,-120,1,-116,1,-117,1,-116,1,,,-120,1,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Under 1.5 rounds,-110,-1,-110,-1,,,130,0,-110,-1,-110,-1,-106,-1,-103,-1,-104,-1,,,-110,-1,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Fight goes the distance,250,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Fight ends inside distance,-325,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Weidman wins inside distance,450,-1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Weidman doesn't win inside distance,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Silva wins inside distance,-190,1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Silva doesn't win inside distance,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Weidman wins by decision,500,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Weidman doesn't win by decision,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Silva wins by decision,500,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Buckley wins in round 3 - Submission,7000,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Buckley doesn't win in round 3 - Submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Vicente Luque (scorecards = no action),-155,1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Vicente Luque , Joaquin Buckley",Joaquin Buckley (scorecards = no action),125,-1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Silva doesn't win by decision,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Weidman wins by TKO/KO,1200,1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Weidman doesn't win by TKO/KO,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Silva wins by TKO/KO,-175,1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Silva doesn't win by TKO/KO,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Weidman wins by submission,575,-1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Weidman doesn't win by submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Silva wins by submission,2000,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Silva doesn't win by submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Weidman wins in round 1,1200,-1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Weidman doesn't win in round 1,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Silva wins in round 1,110,-1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Silva doesn't win in round 1,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Weidman wins in round 2,1600,-1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Weidman doesn't win in round 2,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Silva wins in round 2,350,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Silva doesn't win in round 2,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Weidman wins in round 3,1800,-1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Weidman doesn't win in round 3,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Silva wins in round 3,1400,1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Silva doesn't win in round 3,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva","Weidman wins in round 1 - KO, TKO or DQ",3500,1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva","Weidman doesn't win in round 1 - KO, TKO or DQ",,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva","Silva wins in round 1 - KO, TKO or DQ",130,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva","Silva doesn't win in round 1 - KO, TKO or DQ",,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva","Weidman wins in round 2 - KO, TKO or DQ",4000,1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva","Weidman doesn't win in round 2 - KO, TKO or DQ",,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva","Silva wins in round 2 - KO, TKO or DQ",400,1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva","Silva doesn't win in round 2 - KO, TKO or DQ",,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva","Weidman wins in round 3 - KO, TKO or DQ",4500,1,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night 240: Allen vs. Curtis 2,"Brendan Allen , Chris Curtis",Brendan Allen,-225,-1,,,-226,1,-225,0,-220,1,-225,-1,,,,,-219,1,-205,0,-225,-1,-225,1,,
UFC Fight Night 240: Allen vs. Curtis 2,"Brendan Allen , Chris Curtis",Chris Curtis,190,1,,,190,-1,163,0,160,-1,185,1,,,,,193,-1,163,0,185,1,172,-1,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva","Weidman doesn't win in round 3 - KO, TKO or DQ",,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva","Silva wins in round 3 - KO, TKO or DQ",1200,1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva","Silva doesn't win in round 3 - KO, TKO or DQ",,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Weidman wins in round 1 - Submission,1600,-1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Weidman doesn't win in round 1 - Submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Silva wins in round 1 - Submission,3300,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Silva doesn't win in round 1 - Submission,,,,,,,,,,,,,,,,,,,,,,,,,,
