Name,Item#,Brand,Price ($),Details,Features,More Information,No of Reviews,Reviews
McKesson Pink Nitrile® Exam Gloves - Powder Free - Large - Box of 250,763 586793,Generation Pink,44.860000,"The McKesson Pink Nitrile® Exam Gloves offer improved conformability which provides a superior fit along with extended-wear comfort. Textured fingertips give the users tactile sensitivity and dexterity. McKesson Pink Nitrile® Exam Gloves are non-sterile and powder-free. McKesson Pink Nitrile® Exam Gloves are multipurpose and may be used to prevent the spread of infection or for personal protection. Also, great to keep hands clean when gardening, cleaning around the house, or whenever a messy situation arises. Use when changing baby diapers or adult diapers for additional protection. A portion of proceeds given to the Breast Cancer Research Foundation (BCRF), McKesson donates $20,000 each year to the BCRF, the box includes BCRF logo.","McKesson Pink Nitrile® Exam Gloves
,Powder-Free
, Beaded Cuff
Non-Sterile
, Ambidextrous
, Textured fingertips provide excellent tactile sensitivity and dexterity
, Improved conformability provides superior fit and extended wear comfort
, Single use only
, Not Made With Natural Rubber Latex.
, Packaged: 250 Per Box, 10 Boxes Per Case
, The Color Pink® and Pink Nitrile® are used under license from the registered trademark owner Colur World, LLC.
","Manufacturer Number,14-6NPNK2, 14-6NPNK4, 14-6NPNK6, 14-6NPNK8",,Be the first to review this product
McKesson Pink Nitrile® Exam Gloves - Powder Free - X-Large - Box of 250,763 586793,Generation Pink,44.860000,"The McKesson Pink Nitrile® Exam Gloves offer improved conformability which provides a superior fit along with extended-wear comfort. Textured fingertips give the users tactile sensitivity and dexterity. McKesson Pink Nitrile® Exam Gloves are non-sterile and powder-free. McKesson Pink Nitrile® Exam Gloves are multipurpose and may be used to prevent the spread of infection or for personal protection. Also, great to keep hands clean when gardening, cleaning around the house, or whenever a messy situation arises. Use when changing baby diapers or adult diapers for additional protection. A portion of proceeds given to the Breast Cancer Research Foundation (BCRF), McKesson donates $20,000 each year to the BCRF, the box includes BCRF logo.","McKesson Pink Nitrile® Exam Gloves
,Powder-Free
, Beaded Cuff
Non-Sterile
, Ambidextrous
, Textured fingertips provide excellent tactile sensitivity and dexterity
, Improved conformability provides superior fit and extended wear comfort
, Single use only
, Not Made With Natural Rubber Latex.
, Packaged: 250 Per Box, 10 Boxes Per Case
, The Color Pink® and Pink Nitrile® are used under license from the registered trademark owner Colur World, LLC.
","Manufacturer Number,14-6NPNK2, 14-6NPNK4, 14-6NPNK6, 14-6NPNK8",,Be the first to review this product
McKesson Pink Nitrile® Exam Gloves - Powder Free - X-Large - Box of 250,763 586793,Generation Pink,44.860000,"The McKesson Pink Nitrile® Exam Gloves offer improved conformability which provides a superior fit along with extended-wear comfort. Textured fingertips give the users tactile sensitivity and dexterity. McKesson Pink Nitrile® Exam Gloves are non-sterile and powder-free. McKesson Pink Nitrile® Exam Gloves are multipurpose and may be used to prevent the spread of infection or for personal protection. Also, great to keep hands clean when gardening, cleaning around the house, or whenever a messy situation arises. Use when changing baby diapers or adult diapers for additional protection. A portion of proceeds given to the Breast Cancer Research Foundation (BCRF), McKesson donates $20,000 each year to the BCRF, the box includes BCRF logo.","McKesson Pink Nitrile® Exam Gloves
,Powder-Free
, Beaded Cuff
Non-Sterile
, Ambidextrous
, Textured fingertips provide excellent tactile sensitivity and dexterity
, Improved conformability provides superior fit and extended wear comfort
, Single use only
, Not Made With Natural Rubber Latex.
, Packaged: 250 Per Box, 10 Boxes Per Case
, The Color Pink® and Pink Nitrile® are used under license from the registered trademark owner Colur World, LLC.
","Manufacturer Number,14-6NPNK2, 14-6NPNK4, 14-6NPNK6, 14-6NPNK8",,Be the first to review this product
"Spring Single Acuneedles Bx100, 0.30Dia X 50Mm L",176 0099,"Lhasa Oms, Inc.",5.700000,"DBC Spring Singles Acupuncture Needles,Sterile and disposable surgical stainless steel acupuncture needles with 25 mm spring style metal handle,1 needle with 1 insertion tube per sterile, individually sealed blister package.,Needles are secured inguide tubes with plastic holding tabs,100/pkg,NOTE:","Sterile and disposable surgical stainless steel acupuncture needles with 25 mm spring style metal handle,1 needle with 1 insertion tube per sterile, individually sealed blister package.,Needles are secured inguide tubes with plastic holding tabs,100/pkg","Brand Name,Lhasa Oms, Inc.,Manufacturer Number,DST.18X15, DST.20X15, DST.20X30, DST.22X30, DST.20X40, DST.25X40, DST.30X40, DST.25X50, DST.30X50, DST.22X15, DST.25X30, DST.22X40, DST.25X15, DST.16X30, DST.18X30, DST.30X30, DST.18X40, DST.20X50",,Be the first to review this product
SPRING SINGLE ACUNEEDLES BX100 0.25dia X 60mm L,176 0099,"Lhasa Oms, Inc.",10000.000000,"DBC Spring Singles Acupuncture Needles,Sterile and disposable surgical stainless steel acupuncture needles with 25 mm spring style metal handle,1 needle with 1 insertion tube per sterile, individually sealed blister package.,Needles are secured inguide tubes with plastic holding tabs,100/pkg,NOTE:","Sterile and disposable surgical stainless steel acupuncture needles with 25 mm spring style metal handle,1 needle with 1 insertion tube per sterile, individually sealed blister package.,Needles are secured inguide tubes with plastic holding tabs,100/pkg","Brand Name,Lhasa Oms, Inc.,Manufacturer Number,DST.18X15, DST.20X15, DST.20X30, DST.22X30, DST.20X40, DST.25X40, DST.30X40, DST.25X50, DST.30X50, DST.22X15, DST.25X30, DST.22X40, DST.25X15, DST.16X30, DST.18X30, DST.30X30, DST.18X40, DST.20X50",,Be the first to review this product
SPRING SINGLE ACUNEEDLES BX100 0.30dia X 60mm L,176 0099,"Lhasa Oms, Inc.",10000.000000,"DBC Spring Singles Acupuncture Needles,Sterile and disposable surgical stainless steel acupuncture needles with 25 mm spring style metal handle,1 needle with 1 insertion tube per sterile, individually sealed blister package.,Needles are secured inguide tubes with plastic holding tabs,100/pkg,NOTE:","Sterile and disposable surgical stainless steel acupuncture needles with 25 mm spring style metal handle,1 needle with 1 insertion tube per sterile, individually sealed blister package.,Needles are secured inguide tubes with plastic holding tabs,100/pkg","Brand Name,Lhasa Oms, Inc.,Manufacturer Number,DST.18X15, DST.20X15, DST.20X30, DST.22X30, DST.20X40, DST.25X40, DST.30X40, DST.25X50, DST.30X50, DST.22X15, DST.25X30, DST.22X40, DST.25X15, DST.16X30, DST.18X30, DST.30X30, DST.18X40, DST.20X50",,Be the first to review this product
"Spring Single Acuneedles Bx100, 0.22Dia X 15Mm L",176 0099,"Lhasa Oms, Inc.",5.700000,"DBC Spring Singles Acupuncture Needles,Sterile and disposable surgical stainless steel acupuncture needles with 25 mm spring style metal handle,1 needle with 1 insertion tube per sterile, individually sealed blister package.,Needles are secured inguide tubes with plastic holding tabs,100/pkg,NOTE:","Sterile and disposable surgical stainless steel acupuncture needles with 25 mm spring style metal handle,1 needle with 1 insertion tube per sterile, individually sealed blister package.,Needles are secured inguide tubes with plastic holding tabs,100/pkg","Brand Name,Lhasa Oms, Inc.,Manufacturer Number,DST.18X15, DST.20X15, DST.20X30, DST.22X30, DST.20X40, DST.25X40, DST.30X40, DST.25X50, DST.30X50, DST.22X15, DST.25X30, DST.22X40, DST.25X15, DST.16X30, DST.18X30, DST.30X30, DST.18X40, DST.20X50",,Be the first to review this product
"Spring Single Acuneedles Bx100, 0.25Dia X 30Mm L",176 0099,"Lhasa Oms, Inc.",5.700000,"DBC Spring Singles Acupuncture Needles,Sterile and disposable surgical stainless steel acupuncture needles with 25 mm spring style metal handle,1 needle with 1 insertion tube per sterile, individually sealed blister package.,Needles are secured inguide tubes with plastic holding tabs,100/pkg,NOTE:","Sterile and disposable surgical stainless steel acupuncture needles with 25 mm spring style metal handle,1 needle with 1 insertion tube per sterile, individually sealed blister package.,Needles are secured inguide tubes with plastic holding tabs,100/pkg","Brand Name,Lhasa Oms, Inc.,Manufacturer Number,DST.18X15, DST.20X15, DST.20X30, DST.22X30, DST.20X40, DST.25X40, DST.30X40, DST.25X50, DST.30X50, DST.22X15, DST.25X30, DST.22X40, DST.25X15, DST.16X30, DST.18X30, DST.30X30, DST.18X40, DST.20X50",,Be the first to review this product
"Spring Single Acuneedles Bx100, 0.22Dia X 40Mm L",176 0099,"Lhasa Oms, Inc.",5.700000,"DBC Spring Singles Acupuncture Needles,Sterile and disposable surgical stainless steel acupuncture needles with 25 mm spring style metal handle,1 needle with 1 insertion tube per sterile, individually sealed blister package.,Needles are secured inguide tubes with plastic holding tabs,100/pkg,NOTE:","Sterile and disposable surgical stainless steel acupuncture needles with 25 mm spring style metal handle,1 needle with 1 insertion tube per sterile, individually sealed blister package.,Needles are secured inguide tubes with plastic holding tabs,100/pkg","Brand Name,Lhasa Oms, Inc.,Manufacturer Number,DST.18X15, DST.20X15, DST.20X30, DST.22X30, DST.20X40, DST.25X40, DST.30X40, DST.25X50, DST.30X50, DST.22X15, DST.25X30, DST.22X40, DST.25X15, DST.16X30, DST.18X30, DST.30X30, DST.18X40, DST.20X50",,Be the first to review this product
"Spring Single Acuneedles Bx100, 0.22Dia X 50Mm L",176 0099,"Lhasa Oms, Inc.",5.700000,"DBC Spring Singles Acupuncture Needles,Sterile and disposable surgical stainless steel acupuncture needles with 25 mm spring style metal handle,1 needle with 1 insertion tube per sterile, individually sealed blister package.,Needles are secured inguide tubes with plastic holding tabs,100/pkg,NOTE:","Sterile and disposable surgical stainless steel acupuncture needles with 25 mm spring style metal handle,1 needle with 1 insertion tube per sterile, individually sealed blister package.,Needles are secured inguide tubes with plastic holding tabs,100/pkg","Brand Name,Lhasa Oms, Inc.,Manufacturer Number,DST.18X15, DST.20X15, DST.20X30, DST.22X30, DST.20X40, DST.25X40, DST.30X40, DST.25X50, DST.30X50, DST.22X15, DST.25X30, DST.22X40, DST.25X15, DST.16X30, DST.18X30, DST.30X30, DST.18X40, DST.20X50",,Be the first to review this product
"Spring Single Acuneedles Bx100, 0.25Dia X 15Mm L",176 0099,"Lhasa Oms, Inc.",5.700000,"DBC Spring Singles Acupuncture Needles,Sterile and disposable surgical stainless steel acupuncture needles with 25 mm spring style metal handle,1 needle with 1 insertion tube per sterile, individually sealed blister package.,Needles are secured inguide tubes with plastic holding tabs,100/pkg,NOTE:","Sterile and disposable surgical stainless steel acupuncture needles with 25 mm spring style metal handle,1 needle with 1 insertion tube per sterile, individually sealed blister package.,Needles are secured inguide tubes with plastic holding tabs,100/pkg","Brand Name,Lhasa Oms, Inc.,Manufacturer Number,DST.18X15, DST.20X15, DST.20X30, DST.22X30, DST.20X40, DST.25X40, DST.30X40, DST.25X50, DST.30X50, DST.22X15, DST.25X30, DST.22X40, DST.25X15, DST.16X30, DST.18X30, DST.30X30, DST.18X40, DST.20X50",,Be the first to review this product
